Discrete_Element_Method_Input
TimeStepOfDEM:       2.0e-5
;NumberOfParticles:   0
NumberOfParticles:   3883
ParticleDensity:     2500.0
SpringConstant:      1.0e3
Coef_Rstitution:     0.9
;Coef_Fricition:      0.3
Coef_Fricition:      0.1
Hamaker_Number:      0.0
OutputInterval:      1.0e-3
Time:				0.0
CoarseGrainRatio:             1
ParticleDiameter:   2.7e-3
numobjects:					1
object0.file:				box.obj
object0.scale:				1
object0.sdf.ptclscale:		0.25
GravityX:					0
GravityY:					0
GravityZ:					-9.8
DEM_particles:
0, 2.9500000e-03, 3.9970000e-03, 1.3480000e-03, 0,0,0, 0,0,0
1, 5.6480000e-03, 4.0180000e-03, 1.3500000e-03, 0,0,0, 0,0,0
2, 8.3640000e-03, 4.0560000e-03, 1.3500000e-03, 0,0,0, 0,0,0
3, 1.1119000e-02, 4.5250000e-03, 1.3460000e-03, 0,0,0, 0,0,0
4, 1.3771000e-02, 4.0290000e-03, 1.3490000e-03, 0,0,0, 0,0,0
5, 1.6496000e-02, 4.0340000e-03, 1.3500000e-03, 0,0,0, 0,0,0
6, 1.9256000e-02, 4.0300000e-03, 1.3470000e-03, 0,0,0, 0,0,0
7, 2.1953000e-02, 4.0240000e-03, 1.3480000e-03, 0,0,0, 0,0,0
8, 2.4651000e-02, 4.0460000e-03, 1.3480000e-03, 0,0,0, 0,0,0
9, 2.7350000e-02, 4.0170000e-03, 1.3480000e-03, 0,0,0, 0,0,0
10, 3.0429000e-02, 4.0660000e-03, 1.3500000e-03, 0,0,0, 0,0,0
11, 3.3563000e-02, 4.0200000e-03, 1.3460000e-03, 0,0,0, 0,0,0
12, 3.6507000e-02, 4.6700000e-03, 1.3450000e-03, 0,0,0, 0,0,0
13, 3.9383000e-02, 4.6020000e-03, 1.3490000e-03, 0,0,0, 0,0,0
14, 4.2639000e-02, 3.7130000e-03, 1.3480000e-03, 0,0,0, 0,0,0
15, 4.5551000e-02, 4.1260000e-03, 1.3500000e-03, 0,0,0, 0,0,0
16, 4.8478000e-02, 5.1750000e-03, 1.3490000e-03, 0,0,0, 0,0,0
17, 2.7110000e-03, 6.6830000e-03, 1.3510000e-03, 0,0,0, 0,0,0
18, 5.4500000e-03, 6.9160000e-03, 1.3470000e-03, 0,0,0, 0,0,0
19, 8.1360000e-03, 7.1690000e-03, 1.3470000e-03, 0,0,0, 0,0,0
20, 1.0921000e-02, 7.3430000e-03, 1.3490000e-03, 0,0,0, 0,0,0
21, 1.3576000e-02, 6.8630000e-03, 1.3470000e-03, 0,0,0, 0,0,0
22, 1.6335000e-02, 6.7400000e-03, 1.3460000e-03, 0,0,0, 0,0,0
23, 1.9034000e-02, 6.7190000e-03, 1.3490000e-03, 0,0,0, 0,0,0
24, 2.1739000e-02, 6.7130000e-03, 1.3480000e-03, 0,0,0, 0,0,0
25, 2.4437000e-02, 6.7370000e-03, 1.3470000e-03, 0,0,0, 0,0,0
26, 2.7135000e-02, 6.7610000e-03, 1.3490000e-03, 0,0,0, 0,0,0
27, 2.9831000e-02, 6.7320000e-03, 1.3470000e-03, 0,0,0, 0,0,0
28, 3.2517000e-02, 6.5060000e-03, 1.3480000e-03, 0,0,0, 0,0,0
29, 3.5160000e-02, 7.0520000e-03, 1.3490000e-03, 0,0,0, 0,0,0
30, 3.7895000e-02, 7.3630000e-03, 1.3500000e-03, 0,0,0, 0,0,0
31, 4.0669000e-02, 7.2140000e-03, 1.3470000e-03, 0,0,0, 0,0,0
32, 4.3736000e-02, 6.2580000e-03, 1.3480000e-03, 0,0,0, 0,0,0
33, 4.6364000e-02, 6.8710000e-03, 1.3470000e-03, 0,0,0, 0,0,0
34, 2.3290000e-03, 9.3540000e-03, 1.3470000e-03, 0,0,0, 0,0,0
35, 5.0950000e-03, 9.9710000e-03, 1.3500000e-03, 0,0,0, 0,0,0
36, 7.8310000e-03, 9.9850000e-03, 1.3490000e-03, 0,0,0, 0,0,0
37, 1.0621000e-02, 1.0024000e-02, 1.3490000e-03, 0,0,0, 0,0,0
38, 1.3305000e-02, 9.7300000e-03, 1.3480000e-03, 0,0,0, 0,0,0
39, 1.6073000e-02, 9.4340000e-03, 1.3460000e-03, 0,0,0, 0,0,0
40, 1.8785000e-02, 9.4130000e-03, 1.3490000e-03, 0,0,0, 0,0,0
41, 2.1640000e-02, 9.4140000e-03, 1.3490000e-03, 0,0,0, 0,0,0
42, 2.4550000e-02, 9.4480000e-03, 1.3450000e-03, 0,0,0, 0,0,0
43, 2.7237000e-02, 9.7030000e-03, 1.3500000e-03, 0,0,0, 0,0,0
44, 3.0032000e-02, 9.4240000e-03, 1.3480000e-03, 0,0,0, 0,0,0
45, 3.2721000e-02, 9.1950000e-03, 1.3470000e-03, 0,0,0, 0,0,0
46, 3.5382000e-02, 9.7420000e-03, 1.3480000e-03, 0,0,0, 0,0,0
47, 3.8207000e-02, 1.0112000e-02, 1.3500000e-03, 0,0,0, 0,0,0
